JAARTAL,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,PRODUCTSOORT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter
2018,Valkenburgerstraat,1011NC,1011NC,1,92,10,9,99,G4,846,0,0
2018,Valkenburgerstraat,1011ND,1011ND,0,33,10,9,39,3x25,5051,8,6
2018,Valkenburgerstraat,1011ND,1011ND,1,24,10,9,96,G4,739,0,7
2018,Zakslootje,1011NE,1011NK,0,40,10,9,30,1x35,12781,5,3
2018,Zakslootje,1011NE,1011NK,1,29,10,9,76,G4,4002,0,4
2018,Jodenbreestraat,1011NM,1011NS,0,77,10,9,51,1x25,5780,8,6
2018,Jodenbreestraat,1011NM,1011NS,1,68,10,9,93,G4,1209,0,7
2018,Waterlooplein,1011NV,1011NV,0,43,10,9,49,1x35,3597,3,1
2018,Waterlooplein,1011NV,1011NV,1,34,10,9,94,G4,1703,0,0
2018,Waterlooplein,1011NX,1011PB,0,44,10,9,57,1x25,2655,8,6
2018,Waterlooplein,1011NX,1011PB,1,40,10,9,98,G4,888,0,6
2018,Waterlooplein,1011PC,1011PG,0,182,9,8,49,1x25,6210,6,5
2018,Waterlooplein,1011PC,1011PG,1,142,10,9,94,G4,1175,0,6
2018,Nieuwe Amstelstraat,1011PL,1011PL,0,49,10,9,51,1x25,1820,7,6
2018,Nieuwe Amstelstraat,1011PL,1011PL,1,44,10,9,100,G4,867,0,6
2018,Nieuwe Amstelstraat,1011PM,1011PM,0,26,10,8,73,1x25,3275,5,4
2018,Nieuwe Amstelstraat,1011PM,1011PM,1,21,10,9,90,G4,2346,0,6
2018,Amstel,1011PN,1011PN,0,10,10,0,30,OBK,11964,3,0
2018,Amstel,1011PT,1011PT,0,28,10,7,36,1x35,5978,3,1
2018,Amstel,1011PT,1011PT,1,17,10,9,94,G4,1454,0,1
2018,Amstel,1011PV,1011PV,0,12,10,8,42,1x35,2004,5,3
2018,Amstel,1011PV,1011PW,1,22,10,9,91,G4,1222,0,4
2018,Amstel,1011PW,1011PW,0,17,10,8,59,1x25,4247,5,4
2018,Amstel AB,1011PX,1011PX,0,14,10,4,50,3x25,4733,1,0
2018,Amstel AB,1011PX,1011RA,1,24,10,8,96,G4,1531,0,0
2018,Muiderstraat,1011PZ,1011PZ,0,12,10,7,50,1x6,7711,3,0
2018,Muiderstraat,1011RA,1011RA,0,16,10,9,56,1x25,2649,0,0
2018,Muiderstraat,1011RB,1011RC,0,19,10,9,47,1x25,3049,5,3
2018,Muiderstraat,1011RB,1011RC,1,17,10,9,76,G4,1623,0,4
2018,Mr. Visserplein,1011RD,1011RD,0,11,10,2,36,OBK,13799,3,1
2018,Mr. Visserplein,1011RD,1011RE,1,19,10,8,79,G4,2808,0,0
2018,Jonas Daniel Meijerplein,1011RE,1011RE,0,20,10,8,60,1x25,1936,0,0
2018,Jonas Daniel Meijerplein,1011RG,1011RG,0,22,10,9,45,1x25,1749,2,1
2018,Jonas Daniel Meijerplein,1011RG,1011RG,1,18,10,8,100,G4,830,0,0
2018,Jonas Daniel Meijerplein,1011RH,1011RH,0,25,10,9,68,1x25,2531,7,6
2018,Jonas Daniel Meijerplein,1011RH,1011RH,1,23,10,9,100,G4,936,0,6
2018,Nieuwe Herengracht,1011RJ,1011RJ,0,10,10,9,50,3x25,2257,3,1
2018,Nieuwe Herengracht,1011RJ,1011RK,1,19,10,9,79,G4,1908,0,5
2018,Nieuwe Herengracht,1011RK,1011RK,0,16,10,9,44,1x35,2282,7,6
2018,Nieuwe Herengracht,1011RL,1011RL,0,29,9,9,62,1x25,1956,6,4
2018,Nieuwe Herengracht,1011RL,1011RL,1,25,10,9,84,G4,1365,0,3
2018,Nieuwe Herengracht,1011RM,1011RM,0,16,10,8,50,1x35,3353,2,1
2018,Nieuwe Herengracht,1011RM,1011RM,1,12,10,9,83,G4,2817,0,1
2018,Nieuwe Herengracht,1011RN,1011RN,0,23,10,8,48,1x25,6119,2,1
2018,Nieuwe Herengracht,1011RN,1011RN,1,18,10,8,61,G4,3124,0,1
2018,Nieuwe Herengracht,1011RP,1011RS,0,23,10,9,52,1x25,3577,3,1
2018,Nieuwe Herengracht,1011RP,1011SB,1,75,10,9,71,G4,1761,0,2
2018,Nieuwe Herengracht,1011RT,1011RX,0,36,10,9,69,1x25,3691,4,1
2018,Nieuwe Herengracht,1011RZ,1011SB,0,24,10,9,42,1x25,4734,7,4
2018,Nieuwe Herengracht,1011SC,1011SC,0,14,10,7,57,3x25,2150,6,4
2018,Nieuwe Herengracht,1011SC,1011SC,1,12,10,7,92,G4,1018,0,5
2018,Nieuwe Herengracht,1011SE,1011SG,0,24,10,8,46,3x25,4375,4,2
2018,Nieuwe Herengracht,1011SE,1011SP,1,49,10,9,84,G4,1530,0,2
2018,Nieuwe Herengracht,1011SK,1011SP,0,37,10,9,49,1x25,2494,2,1
2018,Anne Frankstraat,1011SR,1011SR,0,20,10,9,85,1x35,941,9,8
2018,Anne Frankstraat,1011SR,1011SR,1,18,10,8,100,G4,6,0,8
2018,Anne Frankstraat,1011ST,1011ST,0,17,10,9,100,1x35,917,10,9
2018,Anne Frankstraat,1011ST,1011ST,1,17,10,9,100,G4,10,0,9
2018,Anne Frankstraat,1011SV,1011SV,0,17,10,9,100,1x35,888,10,9
2018,Anne Frankstraat,1011SV,1011SV,1,17,10,9,100,G4,13,0,9
2018,Anne Frankstraat,1011SW,1011SW,0,17,10,9,100,1x35,1031,10,9
2018,Anne Frankstraat,1011SW,1011SW,1,17,10,9,100,G4,19,0,9
2018,Anne Frankstraat,1011SX,1011SX,0,17,10,9,100,1x35,1107,10,9
2018,Anne Frankstraat,1011SX,1011SX,1,17,10,9,100,G4,20,0,9
2018,Anne Frankstraat,1011SZ,1011SZ,0,17,10,9,100,1x35,869,10,9
2018,Anne Frankstraat,1011SZ,1011SZ,1,17,10,9,100,G4,9,0,9
2018,IJ-tunnel,1011TA,1011TB,0,71,9,9,58,3x25,2884,5,3
2018,IJ-tunnel,1011TA,1011TB,1,56,10,9,93,G4,1598,0,4
2018,Prins Hendrikkade,1011TC,1011TC,0,55,10,8,42,1x35,5304,2,0
2018,Prins Hendrikkade,1011TC,1011TC,1,44,10,9,86,G4,1812,0,0
2018,Prins Hendrikkade,1011TD,1011TD,0,20,10,7,50,3x25,7981,3,2
2018,Prins Hendrikkade,1011TD,1011TD,1,11,10,9,82,G4,3269,0,2
2018,Prins Hendrikkade,1011TE,1011TE,0,47,10,7,74,3x25,4886,7,4
2018,Prins Hendrikkade,1011TE,1011TE,1,56,10,6,96,G4,1696,0,3
2018,'s-Gravenhekje,1011TG,1011TG,0,25,10,9,40,3x25,3127,4,2
2018,'s-Gravenhekje,1011TG,1011TG,1,23,10,9,87,G4,2661,0,1
2018,Peperstraat,1011TJ,1011TJ,0,29,10,8,52,1x25,3366,6,5
2018,Peperstraat,1011TJ,1011TJ,1,25,10,9,88,G4,1236,0,5
2018,Anne Frankstraat,1011TK,1011TL,0,31,10,9,65,1x25,2645,7,6
2018,Anne Frankstraat,1011TK,1011TL,1,25,10,9,96,G4,970,0,5
2018,Foeliestraat,1011TM,1011TM,0,30,10,7,57,3x25,4237,5,4
2018,Foeliestraat,1011TM,1011TM,1,25,10,7,88,G4,1015,0,4
2018,Foeliedwarsstraat,1011TN,1011TN,0,10,10,0,50,3x25,2079,1,0
2018,Foeliedwarsstraat,1011TN,1011TP,1,19,10,5,95,G4,1267,0,2
2018,Foeliedwarsstraat,1011TP,1011TP,0,14,10,9,71,1x25,2342,5,4
2018,Schippersgracht,1011TR,1011TR,0,24,10,8,50,1x25,2623,7,6
2018,Schippersgracht,1011TR,1011TR,1,19,10,9,100,G4,1163,0,6
2018,Schippersgracht,1011TS,1011TS,0,21,10,7,38,3x25,2332,4,3
2018,Schippersgracht,1011TS,1011TS,1,18,10,7,78,G4,1320,0,3
2018,Rapenburg,1011TT,1011TT,0,30,10,8,50,1x35,3074,5,4
2018,Rapenburg,1011TT,1011TT,1,22,10,9,91,G4,1494,0,5
2018,Rapenburg,1011TV,1011TV,0,81,9,9,53,1x35,2143,7,6
2018,Rapenburg,1011TV,1011TV,1,70,10,9,93,G4,1142,0,6
2018,Rapenburg,1011TW,1011TW,0,22,10,7,36,1x25,12641,3,1
2018,Rapenburg,1011TW,1011TW,1,19,10,6,74,G4,1808,0,1
2018,Rapenburg,1011TX,1011TX,0,38,10,9,53,1x35,2649,9,8
2018,Rapenburg,1011TX,1011TX,1,31,10,9,100,G4,997,0,8
2018,Rapenburg,1011TZ,1011TZ,0,95,10,9,36,1x35,2461,2,1
2018,Rapenburg,1011TZ,1011TZ,1,78,10,9,97,G4,1102,0,1
2018,Rapenburgerplein,1011VA,1011VA,0,16,10,8,63,1x25,6581,9,8
2018,Rapenburgerplein,1011VA,1011VA,1,13,10,9,100,G4,990,0,7
2018,Rapenburgerplein,1011VB,1011VB,0,13,10,6,46,1x25,2597,4,3
2018,Rapenburgerplein,1011VB,1011VB,1,13,10,6,100,G4,1028,0,3
2018,Rapenburgerplein,1011VC,1011VK,0,87,9,9,55,1x25,3495,8,7
2018,Rapenburgerplein,1011VC,1011VK,1,83,10,9,96,G4,1208,0,6
2018,Rapenburgerstraat,1011VL,1011VL,0,48,10,9,50,1x35,4263,5,3
2018,Rapenburgerstraat,1011VL,1011VL,1,41,10,9,95,G4,1796,0,4
2018,Rapenburgerstraat,1011VM,1011VM,0,40,10,8,58,1x35,5208,4,2
2018,Rapenburgerstraat,1011VM,1011VM,1,34,10,9,91,G4,2391,0,2
2018,Nieuwegrachtje,1011VP,1011VP,0,44,9,9,68,1x25,1548,5,4
2018,Nieuwegrachtje,1011VP,1011VP,1,39,10,9,100,G4,1051,0,4
2018,A.S. Onderwijzerhof,1011VR,1011VR,0,11,10,9,100,1x35,1225,10,9
2018,A.S. Onderwijzerhof,1011VR,1011VR,1,10,10,9,100,G4,545,0,9
2018,A.S. Onderwijzerhof,1011VS,1011VS,0,22,10,9,91,1x35,2074,10,9
2018,A.S. Onderwijzerhof,1011VS,1011VS,1,21,10,9,100,G4,1011,0,9
2018,Prins Hendrikkade,1011VX,1011WB,1,34,10,9,94,G4,2145,0,5
2018,oosterdok 3 nst,1011VX,1011WB,0,49,10,7,39,1x25,5421,6,4
2018,Pentagon,1011WC,1011WC,0,45,10,9,64,1x25,2074,6,5
2018,Pentagon,1011WC,1011WC,1,44,10,9,100,G4,904,0,5
2018,Pentagon,1011WD,1011WD,0,35,10,9,83,1x35,1762,3,1
2018,Pentagon,1011WD,1011WD,1,34,10,9,100,G4,1012,0,2
2018,Zuiderkerkhof,1011XA,1011XA,0,12,10,9,100,1x25,1715,10,9
2018,Zuiderkerkhof,1011XA,1011XA,1,12,10,9,100,G4,1114,0,9
2018,De Ruyterkade,1012AA,1012AA,0,26,10,1,27,3x25,15349,2,0
2018,De Ruyterkade,1012AA,1012AE,1,45,10,8,67,G4,5347,0,4
2018,Stationsplein,1012AB,1012AB,0,145,10,2,28,1x6,2748,2,0
2018,Prins Hendrikkade,1012AC,1012AC,0,30,10,7,33,3x25,15144,7,5
2018,Prins Hendrikkade,1012AD,1012AD,0,11,10,3,64,3x25,4163,4,0
2018,Prins Hendrikkade,1012AE,1012AE,0,53,10,7,32,3x25,7964,6,4
2018,Nieuwebrugsteeg,1012AG,1012AG,0,12,10,8,33,3x25,8705,7,4
2018,Nieuwebrugsteeg,1012AG,1012AH,1,19,10,8,84,G4,2173,0,6
2018,Nieuwebrugsteeg,1012AH,1012AH,0,14,10,7,50,1x35,8778,8,6
2018,Sint Olofspoort,1012AJ,1012AJ,0,10,10,8,60,1x25,3708,3,0
2018,Sint Olofspoort,1012AJ,1012AK,1,28,10,9,93,G4,1095,0,5
2018,Sint Olofssteeg,1012AK,1012AK,0,19,10,9,63,1x25,4810,8,7
2018,Oudezijds Kolk,1012AL,1012AL,0,54,10,9,54,1x25,7030,4,2
2018,Oudezijds Kolk,1012AL,1012AL,1,45,10,9,82,G4,2309,0,2
2018,Elleboogsteeg,1012AM,1012AR,0,53,10,9,53,1x25,9083,5,2
2018,Elleboogsteeg,1012AM,1012AR,1,45,10,9,89,G4,1541,0,2
2018,Zeedijk,1012AS,1012AS,0,40,10,9,60,1x25,5082,4,2
2018,Zeedijk,1012AS,1012AS,1,38,10,8,89,G4,1738,0,2
2018,Zeedijk,1012AT,1012AT,0,19,10,9,37,1x25,8700,4,0
2018,Zeedijk,1012AT,1012AT,1,16,10,9,81,G4,1506,0,0
2018,Zeedijk,1012AV,1012AV,0,26,10,9,46,1x25,8736,2,0
2018,Zeedijk,1012AV,1012AV,1,24,10,9,79,G4,7041,0,0
2018,Zeedijk,1012AW,1012AW,0,20,10,9,50,1x25,13099,4,2
2018,Zeedijk,1012AW,1012AW,1,19,10,9,95,G4,2408,0,3
2018,Zeedijk,1012AX,1012AX,0,15,10,9,53,1x25,8896,6,3
2018,Zeedijk,1012AX,1012AX,1,12,10,9,67,G4,1931,0,4
2018,Zeedijk,1012AZ,1012AZ,0,71,10,9,39,1x35,4543,3,2
2018,Zeedijk,1012AZ,1012AZ,1,56,10,9,91,G4,1291,0,2
2018,Zeedijk,1012BA,1012BA,0,73,10,9,71,1x25,5701,5,3
2018,Zeedijk,1012BA,1012BA,1,65,10,9,94,G4,1968,0,3
2018,Zeedijk,1012BB,1012BB,0,36,10,9,31,3x25,14337,5,1
2018,Zeedijk,1012BB,1012BB,1,25,10,9,68,G4,4361,0,2
2018,Zeedijk,1012BC,1012BC,0,27,10,9,48,1x25,9155,5,2
2018,Zeedijk,1012BC,1012BC,1,22,10,9,95,G4,1822,0,2
2018,Stormsteeg,1012BD,1012BD,0,16,10,9,44,1x25,3360,7,6
2018,Stormsteeg,1012BD,1012BD,1,15,10,9,93,G4,838,0,5
2018,Boomsteeg,1012BE,1012BE,0,10,10,8,90,1x25,2358,1,0
2018,Boomsteeg,1012BE,1012BG,1,34,10,9,91,G4,1223,0,2
2018,Molensteeg,1012BG,1012BG,0,31,10,8,29,1x25,5552,5,2
2018,Geldersekade,1012BH,1012BH,0,29,10,7,38,1x25,4410,4,2
2018,Geldersekade,1012BH,1012BH,1,22,10,9,68,G4,2124,0,1
2018,Waterpoortsteeg,1012BJ,1012BJ,0,40,10,7,35,1x25,4005,3,2
2018,Waterpoortsteeg,1012BJ,1012BJ,1,28,10,9,93,G4,1754,0,2
2018,Geldersekade,1012BK,1012BK,0,26,10,5,35,OBK,2721,2,0
2018,Geldersekade,1012BK,1012BK,1,15,10,9,93,G4,1283,0,0
2018,Geldersekade,1012BL,1012BL,0,23,10,7,39,1x35,2338,3,2
2018,Geldersekade,1012BL,1012BL,1,14,10,9,86,G4,1990,0,3
2018,Geldersekade,1012BM,1012BM,0,44,10,8,55,3x25,6226,4,2
2018,Geldersekade,1012BM,1012BM,1,33,10,9,100,G4,1378,0,2
2018,Geldersekade,1012BN,1012BN,0,26,10,8,54,1x25,4075,6,4
2018,Geldersekade,1012BN,1012BN,1,23,10,8,91,G4,1492,0,4
2018,Monnikenstraat,1012BP,1012BP,0,39,10,8,41,1x35,5470,3,1
2018,Monnikenstraat,1012BP,1012BP,1,31,10,9,94,G4,2299,0,0
2018,Monnikendwarsstraat,1012BR,1012BS,0,55,10,9,40,1x35,3929,2,0
2018,Monnikendwarsstraat,1012BR,1012BS,1,46,10,9,96,G4,1116,0,0
2018,Gordijnensteeg,1012BT,1012BT,0,16,10,9,88,1x35,2134,2,0
2018,Gordijnensteeg,1012BT,1012BT,1,16,10,9,100,G4,601,0,0
2018,Barndesteeg,1012BV,1012BV,0,45,10,9,44,1x25,7051,5,3
2018,Barndesteeg,1012BV,1012BV,1,40,10,9,88,G4,2523,0,3
2018,Koestraat,1012BW,1012BW,0,45,10,9,73,1x25,1811,2,1
2018,Koestraat,1012BW,1012BW,1,39,10,9,97,G4,1188,0,0
2018,Koestraat,1012BX,1012BX,0,34,10,9,59,1x25,2184,2,0
2018,Koestraat,1012BX,1012BX,1,29,10,9,93,G4,1350,0,0
2018,Bethanienstraat,1012BZ,1012BZ,0,36,10,9,61,1x25,1970,2,1
2018,Bethanienstraat,1012BZ,1012BZ,1,31,10,9,100,G4,1287,0,2
2018,Bethanienstraat,1012CA,1012CA,0,16,10,9,63,1x25,2697,5,3
2018,Bethanienstraat,1012CA,1012CA,1,15,10,9,100,G4,1232,0,1
2018,Bethaniendwarsstraat,1012CB,1012CB,0,43,10,9,53,1x25,3112,4,2
2018,Bethaniendwarsstraat,1012CB,1012CB,1,35,10,8,89,G4,1203,0,3
2018,Boerensteeg,1012CC,1012CD,0,41,10,9,37,1x25,13003,4,1
2018,Boerensteeg,1012CC,1012CD,1,38,10,9,82,G4,1658,0,2
2018,Oude Hoogstraat,1012CE,1012CE,0,26,10,9,38,3x25,10206,5,2
2018,Oude Hoogstraat,1012CE,1012CE,1,22,10,9,77,G4,1952,0,1
2018,Dwars Spinhuissteeg,1012CH,1012CJ,0,41,10,8,56,1x25,2221,4,2
2018,Dwars Spinhuissteeg,1012CH,1012CJ,1,32,10,9,100,G4,1269,0,3
2018,Rusland,1012CK,1012CK,0,22,10,7,45,3x25,2569,2,1
2018,Rusland,1012CK,1012CK,1,15,10,9,100,G4,1315,0,1
2018,Rusland,1012CL,1012CL,0,19,10,5,74,3x25,6151,5,3
2018,Rusland,1012CL,1012CL,1,12,10,9,83,G4,1921,0,4
2018,Slijkstraat,1012CM,1012CN,0,20,10,9,65,1x25,1611,4,2
2018,Slijkstraat,1012CM,1012CR,1,41,10,8,78,G4,4772,0,1
2018,Nieuwe Doelenstraat,1012CP,1012CR,0,45,10,7,40,3x25,12462,4,1
2018,Nieuwmarkt,1012CS,1012CS,0,17,10,9,24,3x25,19409,3,2
2018,Nieuwmarkt,1012CS,1012CS,1,14,10,9,79,G4,2527,0,2
2018,Kloveniersburgwal,1012CT,1012CT,0,22,10,9,73,1x25,10025,3,0
2018,Kloveniersburgwal,1012CT,1012CT,1,19,10,9,89,G4,1735,0,0
2018,Kloveniersburgwal,1012CV,1012CV,0,13,10,8,46,1x35,6047,2,1
2018,Kloveniersburgwal,1012CV,1012CV,1,10,10,9,90,G4,1399,0,1
2018,Kloveniersburgwal,1012CW,1012CW,0,37,10,9,43,1x25,8138,7,4
2018,Kloveniersburgwal,1012CW,1012CW,1,30,10,9,83,G4,1983,0,5
2018,Kloveniersburgwal,1012CX,1012CX,0,14,10,9,50,3x25,7208,4,0
2018,Kloveniersburgwal,1012CX,1012CX,1,13,10,9,85,G4,1684,0,0
2018,Kloveniersburgwal,1012CZ,1012CZ,0,42,10,8,50,1x25,3855,5,3
2018,Kloveniersburgwal,1012CZ,1012CZ,1,32,10,9,91,G4,1537,0,3
2018,Oudezijds Achterburgwal,1012DA,1012DA,0,51,10,7,41,3x25,10858,3,1
2018,Oudezijds Achterburgwal,1012DA,1012DA,1,45,10,7,89,G4,2170,0,1
2018,Oudezijds Achterburgwal,1012DB,1012DB,0,30,10,9,40,3x25,11075,4,1
2018,Oudezijds Achterburgwal,1012DB,1012DB,1,23,10,9,74,G4,3574,0,2
2018,Oudezijds Achterburgwal,1012DC,1012DC,0,30,10,9,57,3x25,8260,3,0
2018,Oudezijds Achterburgwal,1012DC,1012DC,1,24,10,9,83,G4,3144,0,0
2018,Oudezijds Achterburgwal,1012DD,1012DD,0,14,10,8,43,3x25,12535,5,2
2018,Oudezijds Achterburgwal,1012DD,1012DD,1,13,10,9,77,G4,4321,0,2
2018,Oudezijds Achterburgwal,1012DE,1012DE,0,24,10,8,33,3x25,5368,5,4
2018,Oudezijds Achterburgwal,1012DE,1012DE,1,19,10,9,89,G4,1644,0,4
2018,Oudezijds Achterburgwal,1012DG,1012DG,0,40,10,8,65,3x25,4640,5,1
2018,Oudezijds Achterburgwal,1012DG,1012DG,1,28,10,8,89,G4,1556,0,2
2018,Oudezijds Achterburgwal,1012DH,1012DH,0,13,10,9,46,1x25,1454,5,4
2018,Oudezijds Achterburgwal,1012DH,1012DH,1,10,10,9,90,G4,1262,0,4
2018,Oudezijds Achterburgwal,1012DJ,1012DJ,0,22,10,8,41,3x25,4689,4,3
2018,Oudezijds Achterburgwal,1012DJ,1012DJ,1,17,10,8,94,G4,1611,0,3
2018,Oudezijds Achterburgwal,1012DK,1012DK,0,22,10,6,59,1x35,2456,0,0
2018,Oudezijds Achterburgwal,1012DK,1012DK,1,13,10,9,92,G4,1008,0,0
2018,Oudezijds Achterburgwal,1012DL,1012DL,0,13,10,9,69,1x25,2262,4,3
2018,Oudezijds Achterburgwal,1012DL,1012DM,1,34,10,9,71,G4,1860,0,1
2018,Oudezijds Achterburgwal,1012DM,1012DM,0,27,10,9,59,1x25,9490,3,1
2018,Oudezijds Achterburgwal,1012DN,1012DN,0,16,10,9,50,3x25,5488,5,1
2018,Oudezijds Achterburgwal,1012DN,1012DN,1,13,10,9,100,G4,2178,0,0
2018,Oudezijds Achterburgwal,1012DP,1012DP,0,51,10,7,47,3x25,5800,2,0
2018,Oudezijds Achterburgwal,1012DP,1012DP,1,37,10,9,95,G4,1970,0,0
2018,Oudezijds Achterburgwal,1012DR,1012DR,0,31,10,9,42,3x25,8554,9,6
2018,Oudezijds Achterburgwal,1012DR,1012DR,1,31,10,9,97,G4,1489,0,6
2018,Oudezijds Achterburgwal,1012DS,1012DS,0,29,10,9,72,1x25,6811,7,5
2018,Oudezijds Achterburgwal,1012DS,1012DS,1,26,10,9,81,G4,1804,0,6
2018,Oudezijds Achterburgwal,1012DT,1012DT,0,18,10,9,61,3x25,10997,8,4
2018,Oudezijds Achterburgwal,1012DT,1012DT,1,15,10,9,93,G4,3283,0,5
2018,Oudezijds Achterburgwal,1012DV,1012DV,0,46,10,8,48,3x25,6060,3,1
2018,Oudezijds Achterburgwal,1012DV,1012DV,1,34,10,8,82,G4,1688,0,1
2018,Oudezijds Achterburgwal,1012DW,1012DW,0,19,10,8,42,1x25,3455,4,3
2018,Oudezijds Achterburgwal,1012DW,1012DW,1,18,10,8,89,G4,3132,0,2
2018,Oudezijds Achterburgwal,1012DX,1012DX,0,18,10,9,56,1x25,3000,3,1
2018,Oudezijds Achterburgwal,1012DX,1012DX,1,18,10,9,72,G4,1802,0,1
2018,Vredenburgersteeg,1012DZ,1012EA,0,19,10,9,42,1x25,7402,2,0
2018,Vredenburgersteeg,1012DZ,1012EA,1,16,10,9,81,G4,3319,0,0
2018,Oudekennissteeg,1012EB,1012EB,0,17,10,8,53,1x25,4712,2,0
2018,Oudekennissteeg,1012EB,1012EB,1,13,10,9,92,G4,2387,0,0
2018,Stoofsteeg,1012EC,1012EC,0,16,10,9,44,3x25,11682,4,0
2018,Stoofsteeg,1012EC,1012EC,1,14,10,9,86,G4,2646,0,0
2018,Oude Doelenstraat,1012ED,1012ED,0,24,10,9,50,3x25,24294,8,4
2018,Oude Doelenstraat,1012ED,1012ED,1,21,10,9,81,G4,4653,0,4
2018,Prinsenhofssteeg,1012EE,1012EG,0,19,10,9,63,1x25,2139,3,1
2018,Prinsenhofssteeg,1012EE,1012EH,1,49,10,9,80,G4,1453,0,2
2018,Oudezijds Voorburgwal,1012EH,1012EH,0,41,10,9,44,3x25,8734,4,3
2018,Oudezijds Voorburgwal,1012EJ,1012EJ,0,34,10,8,35,1x25,7386,3,1
2018,Oudezijds Voorburgwal,1012EJ,1012EJ,1,29,10,9,79,G4,2828,0,2
2018,Oudezijds Voorburgwal,1012EK,1012EK,0,23,10,7,43,3x25,3468,1,0
2018,Oudezijds Voorburgwal,1012EK,1012EK,1,19,10,8,74,G4,1507,0,0
2018,Oudezijds Voorburgwal,1012EL,1012EL,0,33,10,8,45,3x25,5244,6,4
2018,Oudezijds Voorburgwal,1012EL,1012EL,1,28,10,9,71,G4,3822,0,4
2018,Oudezijds Voorburgwal,1012EM,1012EM,0,22,10,9,73,1x25,3941,7,5
2018,Oudezijds Voorburgwal,1012EM,1012EM,1,21,10,9,86,G4,1596,0,6
2018,Oudezijds Voorburgwal,1012EN,1012EN,0,16,10,9,44,1x25,3780,7,6
2018,Oudezijds Voorburgwal,1012EN,1012EN,1,16,10,9,75,G4,1952,0,6
2018,Oudezijds Voorburgwal,1012EP,1012EP,0,20,10,7,50,3x25,5163,2,0
2018,Oudezijds Voorburgwal,1012EP,1012EP,1,16,10,8,81,G4,1854,0,0
2018,Oudezijds Voorburgwal,1012ER,1012ER,0,15,7,7,53,3x25,2586,7,3
2018,Oudezijds Voorburgwal,1012ER,1012ER,1,10,10,9,90,G4,1744,0,3
2018,Oudezijds Voorburgwal,1012ES,1012ES,0,46,10,9,43,3x25,4120,4,1
2018,Oudezijds Voorburgwal,1012ES,1012ES,1,39,10,9,92,G4,1600,0,1
2018,Oudezijds Voorburgwal,1012ET,1012ET,0,19,9,9,47,1x25,7001,6,3
2018,Oudezijds Voorburgwal,1012ET,1012ET,1,16,10,9,81,G4,2805,0,3
2018,Oudezijds Voorburgwal,1012EV,1012EV,0,13,10,8,46,1x35,3192,4,1
2018,Oudezijds Voorburgwal,1012EV,1012EW,1,41,10,9,90,G4,1308,0,0
2018,Oudezijds Voorburgwal,1012EW,1012EW,0,37,10,9,57,3x25,7025,2,0
2018,Oudezijds Voorburgwal,1012EX,1012EX,0,23,10,7,39,3x25,3593,3,0
2018,Oudezijds Voorburgwal,1012EX,1012EX,1,17,10,9,82,G4,2660,0,1
2018,Oudezijds Voorburgwal,1012EZ,1012EZ,0,22,10,8,64,3x25,6038,4,0
2018,Oudezijds Voorburgwal,1012EZ,1012EZ,1,15,10,9,40,G4,5600,0,0
2018,Grimburgwal,1012GA,1012GA,0,13,10,9,38,3x25,5031,7,3
2018,Grimburgwal,1012GA,1012GA,1,12,10,9,83,G4,1334,0,2
2018,Langebrugsteeg,1012GB,1012GB,0,17,10,8,35,1x25,14996,7,2
2018,Langebrugsteeg,1012GB,1012GB,1,13,10,9,69,G4,1784,0,3
2018,Oude Turfmarkt,1012GC,1012GC,0,10,10,2,60,3x25,13956,5,2
2018,Oude Turfmarkt,1012GC,1012GD,1,49,10,8,78,G4,2238,0,1
2018,Oudezijds Voorburgwal,1012GD,1012GD,0,57,10,7,42,1x25,8283,2,0
2018,Oudezijds Voorburgwal,1012GE,1012GE,0,34,10,8,41,1x35,9861,3,0
2018,Oudezijds Voorburgwal,1012GE,1012GE,1,29,10,9,72,G4,3086,0,0
2018,Oudezijds Voorburgwal,1012GG,1012GG,0,10,10,7,60,3x25,18097,8,4
2018,Oudezijds Voorburgwal,1012GG,1012GH,1,110,10,7,75,G4,1628,0,4
2018,Oudezijds Voorburgwal,1012GH,1012GH,0,132,10,7,39,1x35,4505,5,4
2018,Oudezijds Voorburgwal,1012GJ,1012GJ,0,40,10,9,55,1x25,9168,5,3
2018,Oudezijds Voorburgwal,1012GJ,1012GJ,1,34,10,9,88,G4,2392,0,3
2018,Oudezijds Voorburgwal,1012GK,1012GK,0,49,10,6,47,3x25,5990,8,5
2018,Oudezijds Voorburgwal,1012GK,1012GK,1,29,10,8,83,G4,1058,0,8
2018,Sint Pietershalsteeg,1012GL,1012GL,0,60,10,9,40,1x25,4626,8,7
2018,Sint Pietershalsteeg,1012GL,1012GL,1,50,10,9,88,G4,1426,0,7
2018,Oudezijds Voorburgwal,1012GM,1012GM,0,32,10,9,59,3x25,4652,10,9
2018,Oudezijds Voorburgwal,1012GM,1012GM,1,29,10,9,86,G4,1710,0,8
2018,Wijngaardsstraatje,1012GN,1012GP,0,37,10,8,41,1x25,8240,5,4
2018,Wijngaardsstraatje,1012GN,1012GP,1,32,10,9,88,G4,1934,0,4
2018,Heintje Hoekssteeg,1012GR,1012GR,0,50,10,9,70,1x25,2433,7,6
